city,state,zip,phone,intake1,intake2,intake1a,intake2a,facility_name,address,type_of_care,service_setting,facility_type,pharmacotherapies,treatment_approaches,emergency_services,facility_operation,license_certification,payment_funding,payment_assistance,special_programs_groups,assessment_pretreatment,testing,recovery_support,education_counseling,smoking_policy,age_groups_accepted,language_services,vaping_policy,ancillary_services,all_services_list,assertive community treatment,assisted outpatient treatment,case management service,chronic disease,court-ordered outpatient treatment,diet and exercise counseling,education services,family psychoeducation,housing services,illness management,illness management and recovery,integrated primary care services,intensive case management,legal advocacy,mentoring,peer support,psychosocial rehabilitation services,suicide prevention services,supported employment,supported housing,therapeutic foster care,vocational rehabilitation services,cluster_label,tier_name,source_confidence,data_scope
Ridgewood,NJ,07450,201-444-3550,201-688-7098,,,,West Bergen Mental Healthcare,140 Chestnut Street,Mental health treatment,Outpatient,Multi-setting mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Asenapine, Brexpiprazole, Cariprazine, Chlorpromazine, Fluphenazine, Haloperidol, Iloperidone, Loxapine, Lurasidone, Olanzapine, Paliperidone, Prochlorperazine, Quetiapine, Risperidone, Thioridazine, Thiothixene, Trifluoperazine, Ziprasidone","Cognitive behavioral therapy, Couples/family therapy, Group therapy, Individual psychotherapy, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Community Mental Health Block Grants, Community Service Block Grants, County or local government funds, Federal military insurance, Medicaid, Medicare, Private health insurance, Private or Community foundation, State corrections or juvenile justice funds, State mental health agency funds, State welfare or child and family services funds, State-financed health insurance plan other than Medicaid, U.S. Department of VA funds",Sliding fee scale,"LGBTQ, Young adults",,,,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping permitted in designated area,"Assisted Outpatient Treatment, Case management service, Court-ordered outpatient treatment, Diet and exercise counseling, Education services, Family psychoeducation, Illness management and recovery, Suicide prevention services","['assisted outpatient treatment', 'case management service', 'court-ordered outpatient treatment', 'diet and exercise counseling', 'education services', 'family psychoeducation', 'illness management and recovery', 'suicide prevention services']",0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Ridgewood,NJ,07450,201-444-3550,201-688-7098,,,,West Bergen Mental Healthcare,120 Chestnut Street,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions","Outpatient, Partial hospitalization / day treatment, Residential / 24-hour residential",Multi-setting mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Asenapine, Brexpiprazole, Cariprazine, Chlorpromazine, Fluphenazine, Haloperidol, Iloperidone, Loxapine, Lurasidone, Olanzapine, Paliperidone, Prochlorperazine, Quetiapine, Risperidone, Thioridazine, Thiothixene, Trifluoperazine, Ziprasidone","Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Community Mental Health Block Grants, Community Service Block Grants, County or local government funds, Federal military insurance, Medicaid, Medicare, Private health insurance, Private or Community foundation, State corrections or juvenile justice funds, State mental health agency funds, State welfare or child and family services funds, State-financed health insurance plan other than Medicaid, U.S. Department of VA funds",Sliding fee scale,"Clients with co-occurring mental and substance use disorders, LGBTQ, Persons 18 and older with serious mental illness, Persons with Alzheimer's or dementia, Young adults",,"Laboratory testing, Metabolic syndrome monitoring",Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults","Other languages excluding Spanish, Sign language services for the deaf and hard of hearing, Spanish",Vaping permitted in designated area,"Case management service, Chronic disease / illness management, Court-ordered outpatient treatment, Diet and exercise counseling, Family psychoeducation, Illness management and recovery, Psychosocial rehabilitation services, Suicide prevention services, Supported housing, Vocational rehabilitation services","['case management service', 'chronic disease', 'illness management', 'court-ordered outpatient treatment', 'diet and exercise counseling', 'family psychoeducation', 'illness management and recovery', 'psychosocial rehabilitation services', 'suicide prevention services', 'supported housing', 'vocational rehabilitation services', 'mentoring', 'peer support']",0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,Comprehensive Support Hub,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Robbinsville,NJ,08691,609-759-2070,,,,,Counseling Center at Robbinsville,691 U.S. Highway 130 Suite 5,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,Antipsychotics used in treatment of serious mental illness,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private for-profit organization,,"Cash or self-payment, Private health insurance",,"Active duty military, Clients with HIV or AIDS, Clients with co-occurring mental and substance use disorders, Clients with trauma, Criminal justice / forensic clients, LGBTQ, Members of military families, Persons 18 and older with serious mental illness, Persons with eating disorders, Persons with post-traumatic stress disorder, Seniors or older adults, Veterans, Young adults",Screening for tobacco use,,Mentoring / peer support,,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",,Vaping permitted without restriction,"Assertive community treatment, Case management service, Court-ordered outpatient treatment, Family psychoeducation, Suicide prevention services","['assertive community treatment', 'case management service', 'court-ordered outpatient treatment', 'family psychoeducation', 'suicide prevention services', 'mentoring', 'peer support']",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Salem,NJ,08079,848-221-3030,800-433-7365,,,,Legacy Treatment Services Salem Outpatient Department,330 Salem Woodstown Road,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Clozapine, Haloperidol, Loxapine, Nicotine replacement, Quetiapine, Risperidone","Abnormal involuntary movement scale, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Medicaid, Medicare, Private health insurance",Sliding fee scale,"Clients with co-occurring mental and substance use disorders, Persons 18 and older with serious mental illness",Screening for tobacco use,,,,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping permitted in designated area,"Family psychoeducation, Illness management and recovery, Suicide prevention services","['family psychoeducation', 'illness management and recovery', 'suicide prevention services']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Scotch Plains,NJ,07076,908-322-9180,908-322-9180 x10,908-322-9181,,,Resolve Comm Counseling Center Inc,1830 Front Street,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Community mental health center,,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment",,Private non-profit organization,,"Cash or self-payment, County or local government funds, Medicaid, Other State funds, Private health insurance, State corrections or juvenile justice funds, State education agency funds, State welfare or child and family services funds",Sliding fee scale,,,,,Smoking / vaping / tobacco cessation counseling,Smoking permitted without restriction,"Adults, Children / adolescents, Seniors, Young adults",Spanish,Vaping permitted without restriction,"Chronic disease / illness management, Court-ordered outpatient treatment, Family psychoeducation","['chronic disease', 'illness management', 'court-ordered outpatient treatment', 'family psychoeducation']",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Sewell,NJ,08080,844-422-3632,844-422-3632 x1414,,,,Acenda Inc Fresh Start/APC/Sewell,1070 Main Street,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Partial hospitalization / day treatment,Community mental health center,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Brexpiprazole, Cariprazine, Chlorpromazine, Clozapine, Fluphenazine, Haloperidol, Loxapine, Lurasidone, Nicotine replacement, Non-nicotine smoking/tobacco cessation, Olanzapine, Olanzapine/Fluoxetine combination, Paliperidone, Quetiapine, Risperidone, Thioridazine, Ziprasidone","Cognitive behavioral therapy, Dialectical behavior therapy, Group therapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Medicaid, State mental health agency funds",Sliding fee scale,"Clients with HIV or AIDS, Clients with co-occurring mental and substance use disorders, LGBTQ, Persons 18 and older with serious mental illness, Persons experiencing first-episode psychosis, Persons with post-traumatic stress disorder, Seniors or older adults, Veterans",Screening for tobacco use,,,,Smoking permitted in designated area,"Adults, Young adults",,Vaping permitted in designated area,"Chronic disease / illness management, Diet and exercise counseling, Education services, Illness management and recovery, Vocational rehabilitation services","['chronic disease', 'illness management', 'diet and exercise counseling', 'education services', 'illness management and recovery', 'vocational rehabilitation services']",0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,Specialized Chronic Care,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Sewell,NJ,08080,844-422-3632,844-422-3632 x9500,,,,Acenda Inc Sewell Counseling and Wellness Center,200 Holly Dell,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Partial hospitalization / day treatment,Community mental health center,"Antipsychotics used in treatment of serious mental illness, Non-nicotine smoking/tobacco cessation, Quetiapine, Risperidone, Ziprasidone","Cognitive behavioral therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, County or local government funds, Medicaid, Medicare, Private health insurance",Sliding fee scale,"Clients with co-occurring mental and substance use disorders, Persons with post-traumatic stress disorder, Young adults",Screening for tobacco use,,,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Seniors, Young adults",,Vaping permitted in designated area,Family psychoeducation,['family psychoeducation'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Sewell,NJ,08080,856-251-1414,,,,,Acenda Integrated Health Inc Program of Assertive Community Trt,200 Hollydell Drive,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Community mental health center,,"Cognitive behavioral therapy, Dialectical behavior therapy, Group therapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,Medicaid,,"Clients with HIV or AIDS, Clients with co-occurring mental and substance use disorders, LGBTQ, Persons 18 and older with serious mental illness, Persons with post-traumatic stress disorder, Veterans",,,,,Smoking permitted in designated area,"Adults, Young adults",,Vaping permitted in designated area,"Assertive community treatment, Education services, Family psychoeducation, Illness management and recovery, Psychosocial rehabilitation services, Vocational rehabilitation services","['assertive community treatment', 'education services', 'family psychoeducation', 'illness management and recovery', 'psychosocial rehabilitation services', 'vocational rehabilitation services']",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Sewell,NJ,08080,856-488-6701,856-582-1419,,,,Jefferson Health Behavioral Health,454 Hurffville Cross Keys Road,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions","Outpatient, Partial hospitalization / day treatment",Outpatient mental health facility,Non-nicotine smoking/tobacco cessation,"Abnormal involuntary movement scale, Activity therapy, Cognitive behavioral therapy, Dialectical behavior therapy, Group therapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Medicaid, Medicare, Private health insurance, State-financed health insurance plan other than Medicaid",,"Clients with co-occurring mental and substance use disorders, Persons 18 and older with serious mental illness",Screening for tobacco use,Laboratory testing,,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,"Adults, Children / adolescents, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping not permitted,"Diet and exercise counseling, Education services, Family psychoeducation","['diet and exercise counseling', 'education services', 'family psychoeducation']",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Shrewsbury,NJ,07702,732-345-3400,,,,,Hackensack Meridan Health RMC Acute Partial Hospital Program,661 Shrewsbury Avenue,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions","Outpatient, Partial hospitalization / day treatment",Partial hospitalization / day treatment,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Clozapine, Haloperidol, Nicotine replacement, Olanzapine, Olanzapine/Fluoxetine combination, Risperidone","Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private for-profit organization,,"Cash or self-payment, Medicaid, Medicare, Private health insurance, State mental health agency funds, State-financed health insurance plan other than Medicaid",Sliding fee scale,"Clients with HIV or AIDS, Clients with co-occurring mental and substance use disorders, Clients with trauma, LGBTQ, Persons 18 and older with serious mental illness, Persons with post-traumatic stress disorder, Seniors or older adults, Veterans, Young adults",Screening for tobacco use,TB screening,,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping permitted in designated area,"Case management service, Diet and exercise counseling, Family psychoeducation, Illness management and recovery, Integrated primary care services, Psychosocial rehabilitation services, Suicide prevention services","['case management service', 'diet and exercise counseling', 'family psychoeducation', 'illness management and recovery', 'integrated primary care services', 'psychosocial rehabilitation services', 'suicide prevention services']",0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Sparta,NJ,07871,973-315-5492,,,,,Eleanor Health Sparta,,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Asenapine, Brexpiprazole, Cariprazine, Chlorpromazine, Clozapine, Droperidol, Fluphenazine, Haloperidol, Iloperidone, Loxapine, Lurasidone, Nicotine replacement, Non-nicotine smoking/tobacco cessation, Olanzapine, Olanzapine/Fluoxetine combination, Paliperidone, Perphenazine, Pimozide, Prochlorperazine, Quetiapine, Risperidone, Thiothixene, Trifluoperazine, Ziprasidone","Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private for-profit organization,,"Cash or self-payment, Federal military insurance, Medicaid, Medicare, Private health insurance, Private or Community foundation, State mental health agency funds, State-financed health insurance plan other than Medicaid",,,Screening for tobacco use,,Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,"Adults, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping not permitted,"Case management service, Family psychoeducation","['case management service', 'family psychoeducation', 'mentoring', 'peer support']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Sparta,NJ,07871,973-726-0697,973-316-9333,,,,New Bridges Services Inc Counseling Services Sparta,70 Sparta Avenue Suite 104,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Community mental health center,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Chlorpromazine, Clozapine, Fluphenazine, Haloperidol, Loxapine, Lurasidone, Olanzapine, Olanzapine/Fluoxetine combination, Paliperidone, Perphenazine, Pimozide, Quetiapine, Risperidone, Thiothixene, Ziprasidone","Abnormal involuntary movement scale, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Individual psychotherapy, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, County or local government funds, Medicaid, Medicare, Private health insurance, State-financed health insurance plan other than Medicaid",Sliding fee scale,,Screening for tobacco use,,,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",,Vaping permitted in designated area,"Case management service, Court-ordered outpatient treatment, Family psychoeducation, Suicide prevention services","['case management service', 'court-ordered outpatient treatment', 'family psychoeducation', 'suicide prevention services']",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Succasunna,NJ,07876,862-296-2062,855-788-8247,,,,Counseling Center at Roxbury,66 Sunset Strip Suite 302,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,Antipsychotics used in treatment of serious mental illness,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private for-profit organization,,"Cash or self-payment, Private health insurance",,"Active duty military, Clients with HIV or AIDS, Clients with co-occurring mental and substance use disorders, Clients with trauma, Criminal justice / forensic clients, LGBTQ, Members of military families, Persons 18 and older with serious mental illness, Persons with eating disorders, Persons with post-traumatic stress disorder, Seniors or older adults, Veterans, Young adults",Screening for tobacco use,,Mentoring / peer support,,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",,Vaping permitted without restriction,"Assertive community treatment, Case management service, Court-ordered outpatient treatment, Family psychoeducation, Suicide prevention services","['assertive community treatment', 'case management service', 'court-ordered outpatient treatment', 'family psychoeducation', 'suicide prevention services', 'mentoring', 'peer support']",1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,Peer & Community-Led Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Summit,NJ,07901,973-637-0572,,,,,Hilltop Behavioral Health,450 Springfield Avenue Suite 302,"Mental health treatment, Treatment for co-occurring substance use plus mental health conditions",Outpatient,Outpatient mental health facility,,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Eye Movement Desensitization and Reprocessing therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private for-profit organization,Mental health clinic or mental health center,Cash or self-payment,,"Clients with co-occurring mental and substance use disorders, Clients with trauma, LGBTQ, Persons with eating disorders, Persons with post-traumatic stress disorder, Seniors or older adults, Young adults",,,,,Smoking not permitted,"Adults, Children / adolescents, Seniors, Young adults",,Vaping not permitted,Family psychoeducation,['family psychoeducation'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Summit,NJ,07901,908-522-4800,888-247-1400,,,,Overlook Medical Center Behavioral Health,2 Walnut Street,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions","Outpatient, Partial hospitalization / day treatment",Outpatient mental health facility,"Antipsychotics used in treatment of serious mental illness, Chlorpromazine, Clozapine, Droperidol, Haloperidol, Loxapine, Risperidone, Thioridazine","Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",Psychiatric emergency mobile/off-site services,Private non-profit organization,,"Cash or self-payment, Medicaid, Medicare, Private health insurance, State-financed health insurance plan other than Medicaid",Sliding fee scale,"Clients with co-occurring mental and substance use disorders, Clients with trauma, LGBTQ, Persons experiencing first-episode psychosis, Persons with post-traumatic stress disorder, Seniors or older adults",Screening for tobacco use,,,,Smoking not permitted,"Adults, Seniors, Young adults","Sign language services for the deaf and hard of hearing, Spanish",Vaping not permitted,"Diet and exercise counseling, Family psychoeducation, Illness management and recovery, Suicide prevention services","['diet and exercise counseling', 'family psychoeducation', 'illness management and recovery', 'suicide prevention services']",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Summit,NJ,07901,908-522-7000,908-522-7071 x7071,800-753-5223,,,Summit Oaks Hospital,19 Prospect Street,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions","Hospital inpatient / 24-hour hospital inpatient, Partial hospitalization / day treatment",Psychiatric hospital,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Chlorpromazine, Clozapine, Fluphenazine, Haloperidol, Lurasidone, Nicotine replacement, Non-nicotine smoking/tobacco cessation, Olanzapine, Paliperidone, Perphenazine, Prochlorperazine, Quetiapine, Risperidone, Thiothixene, Ziprasidone","Activity therapy, Cognitive behavioral therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy","Crisis intervention team, Psychiatric emergency onsite services, Psychiatric emergency walk-in services",Private for-profit organization,,"Cash or self-payment, Federal military insurance, Medicaid, Medicare, Private health insurance",,"Clients with co-occurring mental and substance use disorders, Persons 18 and older with serious mental illness",Screening for tobacco use,Laboratory testing,,Smoking / vaping / tobacco cessation counseling,Smoking permitted in designated area,"Adults, Children / adolescents, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping not permitted,Suicide prevention services,['suicide prevention services'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Teaneck,NJ,07666,201-833-3000 x3094,201-833-3000,,,,Holy Name Pavilion,718 Teaneck Road,"Mental health treatment, Substance use treatment, Treatment for co-occurring substance use plus mental health conditions","Hospital inpatient / 24-hour hospital inpatient, Outpatient",Separate inpatient psychiatric unit of a general hospital,"Antipsychotics used in treatment of serious mental illness, Aripiprazole, Chlorpromazine, Clozapine, Fluphenazine, Haloperidol, Loxapine, Lurasidone, Nicotine replacement, Non-nicotine smoking/tobacco cessation, Olanzapine, Paliperidone, Perphenazine, Quetiapine, Risperidone, Ziprasidone","Abnormal involuntary movement scale, Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy","Psychiatric emergency onsite services, Psychiatric emergency walk-in services",Private non-profit organization,Federally Qualified Health Center,"Cash or self-payment, Medicaid, Medicare, Private health insurance, State-financed health insurance plan other than Medicaid",,"Active duty military, Clients with HIV or AIDS, Clients with co-occurring mental and substance use disorders, Clients with intimate partner violence or domestic violence experience, Clients with trauma, Criminal justice / forensic clients, LGBTQ, Members of military families, Persons 18 and older with serious mental illness, Persons experiencing first-episode psychosis, Persons with Alzheimer's or dementia, Persons with eating disorders, Persons with post-traumatic stress disorder, Persons with traumatic brain injury, Seniors or older adults, Veterans",Screening for tobacco use,"HIV testing, Laboratory testing, Metabolic syndrome monitoring, STD testing, TB screening, Testing for Hepatitis B, Testing for Hepatitis C",Mentoring / peer support,Smoking / vaping / tobacco cessation counseling,Smoking not permitted,"Adults, Seniors, Young adults",Sign language services for the deaf and hard of hearing,Vaping not permitted,"Case management service, Chronic disease / illness management, Court-ordered outpatient treatment, Diet and exercise counseling, Education services, Family psychoeducation, Illness management and recovery, Integrated primary care services, Intensive case management, Psychosocial rehabilitation services, Suicide prevention services","['case management service', 'chronic disease', 'illness management', 'court-ordered outpatient treatment', 'diet and exercise counseling', 'education services', 'family psychoeducation', 'illness management and recovery', 'integrated primary care services', 'intensive case management', 'psychosocial rehabilitation services', 'suicide prevention services', 'mentoring', 'peer support']",0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,2,Specialized Chronic Care,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Toms River,NJ,08755,888-244-5373,888-244-5373 x8878,,,,Childrens Specialized Hospital,1251 NJ Highway 37 East,Mental health treatment,Outpatient,Outpatient mental health facility,,"Cognitive behavioral therapy, Couples/family therapy, Group therapy, Individual psychotherapy, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, Federal military insurance, Medicaid, Private health insurance, State mental health agency funds, State welfare or child and family services funds, State-financed health insurance plan other than Medicaid","Payment assistance available, Sliding fee scale","LGBTQ, Young adults",,,,,Smoking not permitted,"Children / adolescents, Young adults",Spanish,Vaping not permitted,"Chronic disease / illness management, Family psychoeducation","['chronic disease', 'illness management', 'family psychoeducation']",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Toms River,NJ,08753,848-209-1088,,,,,Forge Health of Toms River,10 Allen Street Suite 4-A,"Mental health treatment, Substance use treatment","Outpatient, Partial hospitalization / day treatment",Outpatient mental health facility,,"Cognitive behavioral therapy, Group therapy, Individual psychotherapy, Telemedicine / telehealth therapy",,Private for-profit organization,,"Cash or self-payment, Medicaid, Medicare, Private health insurance, State-financed health insurance plan other than Medicaid",Sliding fee scale,"Active duty military, Clients with co-occurring mental and substance use disorders, LGBTQ, Members of military families, Veterans",,,,,Smoking permitted in designated area,"Adults, Seniors, Young adults",,Vaping permitted in designated area,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Essential Support Services,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
Toms River,NJ,08755,732-367-1710 x9304,732-367-1710 x9300,,,,Preferred Behavioral Health Group Sail and Teen Intervene Programs,591 Lakehurst Road,Mental health treatment,"Outpatient, Partial hospitalization / day treatment",Multi-setting mental health facility,,"Activity therapy, Cognitive behavioral therapy, Couples/family therapy, Dialectical behavior therapy, Group therapy, Individual psychotherapy, Integrated Mental and Substance Use Disorder treatment, Telemedicine / telehealth therapy",,Private non-profit organization,,"Cash or self-payment, County or local government funds, Medicaid, Private health insurance, State mental health agency funds",,,,,,,Smoking not permitted,Children / adolescents,,Vaping not permitted,"Case management service, Diet and exercise counseling, Family psychoeducation, Suicide prevention services","['case management service', 'diet and exercise counseling', 'family psychoeducation', 'suicide prevention services']",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,Structured Clinical & Family Support,SAMHSA National Mental Health Directory 2024; decoded services; derived K-Means tier,New Jersey processed extract for final prototype review
